අංක,0
අකටයුතු,-1
අකටයුතුකම්,-1
අකටයුතුයි,-1
අකණ්ඩ,1
අකමැති,-1
අකමැතිත්,-1
අකමැතියි,-1
අකමැතිවීම,-1
අකමැත්ත,-1
අකමැත්තෙන්,-1
අංකය,0
අංකයක්,0
අකරක්ෂම,-1
අකරතැබ්බ,-1
අකරතැබ්බය,-1
අකරතැබ්බයක්,-1
අකර්මනයතාව,-1
අකර්මන්‍ය,-1
අකලංක,1
අකල්,-1
අකල්හි,-1
අකා,0
අකාරුණික,-1
අකාර්යක්ෂම,-1
අකාර්යක්ෂමතාවය,-1
අකාර්යක්ෂමතාවයට,-1
අකාලයේ,1
අකාලික,1
අකාලේ,1
අකැප,-1
අකැපද,-1
අකැපයිද,-1
අකි,0
අකීකරු,-1
අකුණ,-1
අකුණු,-1
අකුණූ,-1
අකුනකට,-1
අකුනු,-1
අංකුර,0
අකුරටම,1
අකුරණ,0
අකුරස්ස,0
අකුරැ,0
අකුරු,0
අකුරෙන්,0
අකුරේ,0
අකුල්,-1
අකුසල,-1
අකුසලයක්,-1
අකුසලයෙන්,-1
අක්කගේ,0
අක්කටත්,0
අක්කරෙයිපත්තුවේ,0
අක්කල,0
අක්කලා,0
අක්කා,0
අක්කාගේ,0
අක්කාව,0
අක්‍රමිකතා,-1
අක්ෂර,0
අක්ෂි,0
අඛණ්ඩ,1
අඛණ්ඩව,1
අග,0
අගතියක්,-1
අගතියට,-1
අගතියෙන්,-1
අංගන,0
අංගනයක්,0
අගනා,1
අගනෙයි,1
අගනේද,1
අගනේය,1
අගපසග,0
අගබිසව,0
අගමිකයින්,0
අගය,1
අගයකරනවා,1
අගයකරන්න,1
අගයකරමි,1
අගයකළයුතු,1
අගයකොට,1
අගයක්,1
අගයන,1
අගයනවා,1
අගයනොකර,-1
අගයන්නේ,1
අගයමි,1
අගයමු,1
අගයල,1
අගයලා,1
අගරදගුරු,1
අගරු,-1
අගරුවට,-1
අගලවත්ත,0
අගවිනිසුරු,0
අගවිනුසුරු,0
අංගසම්පූර්ණ,1
අගහිග,-1
අගහිඟ,-1
අගාදෙටම,-1
අගාදෙටමයි,-1
අගාදේ,-1
අගුණයක්,-1
අගුණයි,-1
අගුනයකුත්,-1
අගුරු,0
අගෙයි,1
අගේ,1
අගේට,1
අගේද,1
අංගොඩට,0
අගෝස්තු,0
අගෞරව,-1
අගෞරවය,-1
අග්‍රගණ්‍යයේ,1
අග්‍රගන්‍ය,1
අඟ,0
අඟලට,0
අඟුරු,0
අඟුරුවල,0
අචල,1
අචාරශීලී,1
අචිනි,0
අචිනිට,0
අජරාමර,1
අජාසත්තලා,-1
අජිත්,0
අජීරණ,-1
අජූත,-1
අඥාණ,-1
අඥාන,-1
අඥානයන්ට,-1
අඥානයෙක්,-1
අඥානවන්ත,-1
අට,0
අටක්,0
අටට,0
අටවන්නේ,-1
අටවා,-1
අටිටාලයේ,0
අඩති,-1
අඩත්තේට්ටම්,-1
අඩදබර,-1
අඩනකන්,-1
අඩනවද,-1
අඩන්තේට්ටම්,-1
අඩන්න,-1
අඩන්නේ,-1
අඩපණ,-1
අඩපන,-1
අඩවන්න,-1
අඩවන්නට,-1
අඩවි,0
අඩවිය,0
අඩවියට,0
අඩවියේ,0
අඩාගන,-1
අඩි,0
අඩිපාරේම,0
අඩියක්,0
අඩු,-1
අඩුකම,-1
අඩුකරන්න,-1
අඩුපාඩ,-1
අඩුපාඩුකම්,-1
අඩුපාඩුව,-1
අඩුපාඩුවක්,-1
අඩුයිනේ,-1
අඩුලුහුඩු,-1
අඩුව,-1
අඩුවකට,-1
අඩුවක්,-1
අඩුවුණා,-1
අඩුවෙනවට,-1
අණට,0
අණුව,0
අඬන,-1
අඬනවා,-1
අඬන්න,-1
අඬන්නම,-1
අඬන්නේ,-1
අඬපු,-1
අඬාගත්තගමන්මයි,-1
අඬාපු,-1
අත,0
අතකට,0
අතකොලු,-1
අතක්,0
අතක්වත්,0
අතට,0
අතදීමට,1
අතනොපාන,1
අතපය,0
අතපල්ලෙන්,-1
අතපසුවිමක්,-1
අතපසුවීම,-1
අතපසුවීමක්,-1
අතපසුවෙනව,-1
අතර,0
අතරට,0
අතරතුරදී,0
අතරත්,0
අතරම,0
අතරමං,-1
අතරමගදී,0
අතරින්,0
අතරේ,0
අතවරය,-1
අතවරයට,-1
අතහැරපු,-1
අතහැරයන,-1
අතහිත,1
අතළඟ,1
අතාරින්න,-1
අතැති,0
අතැතිව,0
අතිඋතුම්,1
අතිත,0
අතින්,0
අතින්ම,0
අතිපණ්ඩිතකම්,-1
අතිමහත්ය,1
අතිවිශිෂ්ටයි,1
අතිවිශිෂ්ඨයි,1
අතිවිශේෂ,1
අතිශය,1
අතිශෝක්තියෙන්,-1
අතීත,0
අතීතය,0
අතීතයටත්,0
අතීතයේ,0
අතීතෙත්,0
අතු,0
අතුකොරල,0
අතුරැ,0
අතුරින්,0
අතුරු,0
අතුරුදන්,-1
අතුරුදහන්,-1
අතුරුදහන්ලු,-1
අතුරේ,0
අතුල,0
අතෘප්තී,-1
අතේ,0
අත්,0
අත්අඩංගුවට,-1
අත්තනෝමතික,-1
අත්තිවාරම,0
අත්තේ,0
අත්දැකීම්,0
අත්පන්දු,0
අත්පොළසන්,1
අත්බුත,-1
අත්බූත,-1
අත්බෝම්බය,-1
අත්බෝම්බයක්,-1
අත්භූත,-1
අත්මඅභිමනයට,1
අත්මයේදී,0
අත්‍යවශ්‍ය,1
අත්‍යවශ්‍යම,1
අත්‍යාවශ්‍ය,1
අත්වැලකි,1
අත්වැල්,1
අත්වේවා,1
අත්වේවා,1
අත්වේවායි,1
අත්සන්,0
අත්හැරලා,-1
අත්හැරීමෙන්,-1
අත්හිටවන්න,-1
අද,0
අදකාලේ,0
අදක්ෂ,-1
අදට,0
අදටත්,0
අදත්,0
අදනම්,0
අදම,0
අදයි,0
අදරය,1
අදර්මිෂ්ට,-1
අදර්ශමත්වීම,1
අදර්ශවත්,1
අදවන,0
අදහස,1
අදහසට,1
අදහසය,1
අදාල,1
අදාළ,1
අදික,1
අදිටන්,1
අදිවේගී,1
අදිසි,-1
අදීන,-1
අදීනව,-1
අදුරුතත්වය,-1
අදුරේම,-1
අදුර්ශමාන,-1
අදූරදර්ශ,-1
අදූරදර්ශී,-1
අදෘශ්‍යමාන,-1
අදෘෂ්‍යමාන,-1
අදෝනා,-1
අද්භූත,-1
අධම,-1
අධමයින්ට,-1
අධමිටු,-1
අධයාපනය,0
අධර්මිෂ්ට,-1
අධර්මිෂ්ඨකම,-1
අධාර්මික,-1
අධිකාරියෙන්,0
අධිකාරිවරිය,0
අධිනීතිඥ,0
අධිරාජ්‍ය,0
අධිරාජ්‍යයටම,1
අධිවේගී,1
අධිශීතකරණ,0
අධිශ්ඨානශීලීව,1
අධිෂ්ඨාන,1
අධිෂ්ඨානයෙන්,1
අධිෂ්ඨානශීලි,1
අධීක්ෂණය,1
අධ්‍යක්‍ෂක,0
අධ්‍යක්ෂකවරයා,0
අධ්‍යක්ෂතුමා,0
අධ්‍යක්ෂවරයා,0
අධ්‍යක්‍ෂවරිය,0
අධ්‍යයනයක්,1
අධ්‍යාත්මික,1
අධ්‍යාත්මිකව,1
අධ්‍යාපනෙන්,0
අධ්‍යාපනේ,0
අධ්‍යාපනේට,0
අනගි,1
අනගිභවනීයයි,1
අනතුරක,-1
අනතුරකට,-1
අනතුරකටලක්,-1
අනතුරකදිම,-1
අනතුරකින්,-1
අනතුරක්,-1
අනතුරට,-1
අනතුරු,-1
අනතුරුගෙන,-1
අනතුරුදායක,-1
අනතුරුදායකයි,-1
අනතුරුනම්,-1
අනතුරුවලදි,-1
අනතුරුවලදී,-1
අනතුරේ,-1
අනත්දරු,-1
අනන්ත,0
අනන්‍යතාවයට,0
අනඳ,0
අනපේක්ෂිත,-1
අනභිබවනීය,1
අනර්ග,1
අනර්ගයි,1
අනර්ඝ,1
අනර්ඝයි,1
අනර්ථකාරි,-1
අනවබෝධයකින්,-1
අනවබෝධයයි,-1
අනවශ්‍යය,-1
අනසකට,-1
අනාගතයක්,0
අනාගතයටත්,0
අනාගතයේදි,0
අනාගතේට,0
අනාචර,-1
අනාත,-1
අනාතයෙක්,-1
අනාත්ම,-1
අනාථ,-1
අනාථම,-1
අනාථයන්ය,-1
අනාථයි,-1
අනාථවෙලා,-1
අනික,0
අනිකුත්,0
අනික්,0
අනිච්චේ,-1
අනිත්,0
අනිද්දා,0
අනින්න,-1
අනියත,-1
අනියතයි,-1
අනිල්,0
අනිවාර්ය,1
අනිවාර්යයි,1
අනිවාර්යයෙන්ම,1
අනිවාර්යෙන්,1
අනිවාර්යෙන්ම,1
අනු,0
අනුකමිපාව,1
අනුකම්පා,1
අනුකම්පාවක්,1
අනුකම්පාවට,1
අනුකුල,1
අනුකූල,1
අනුකූලද,1
අනුකූලයිනේ,1
අනුගත,1
අනුගමනය,1
අනුග්,0
අනුන්,0
අනුන්ගේ,0
අනුන්ට,0
අනුපමේය,1
අනුපාත,0
අනුබද්ධ,0
අනුබල,1
අනුමත,1
අනුමතකළ,1
අනුමතිය,1
අනුමස්තිස්කයේ,0
අනුමෝදනාව,1
අනුමෝදම්,1
අනුර,0
අනුරට,0
අනුරපුර,0
අනුරපුරේ,0
අනුරාධ,0
අනුරාධපුරයට,0
අනුරාධපුරෙත්,0
අනුරාධපුරේ,0
අනුව,0
අනුවණ,-1
අනුවණකමක්,-1
අනුවන,-1
අනුවයි,0
අනුවේදනීය,-1
අනුෂි,0
අනුස්මරණීයයි,1
අනුහස,1
අනෙක,0
අනෙකාට,0
අනෙකුත්,0
අනෙක්,0
අනෙත්,0
අනේ,-1
අනේක,0
අනේද,-1
අන්,0
අන්කයක්,0
අන්තගාමී,-1
අන්තගාමීන්,-1
අන්තනෝමතික,-1
අන්තයටම,-1
අන්තයි,-1
අන්තර්,0
අන්තර්ගත,1
අන්තර්ජාතික,0
අන්තර්ජාල,0
අන්තර්ජාලයේ,0
අන්තවාද,-1
අන්තවාදය,-1
අන්තවාදයක්ම,-1
අන්තවාදයක්වත්,-1
අන්තවාදයයි,-1
අන්තවාදිනුත්,-1
අන්තවාදින්,-1
අන්තවාදියව,-1
අන්තවාදී,-1
අන්තවාදීන්,-1
අන්තවාදීව,-1
අන්තවාදේ,-1
අන්තාවාදින්,-1
අන්තාවාදින්ට,-1
අන්තාවාදී,-1
අන්තිමේ,-1
අන්තෝනි,0
අන්ද,-1
අන්දන,-1
අන්දම,0
අන්දමින්,0
අන්දමේ,0
අන්ධ,-1
අන්ධභක්තිය,-1
අන්ධයන්,-1
අන්ධයින්,-1
අන්න,0
අන්යුක්ත,0
අන්වර්ථ,0
අඳ,-1
අඳබාලයන්ට,-1
අඳුරට,-1
අඳුරන්නැති,-1
අඳුරු,-1
අඳෝනා,-1
අඳෝනාව,-1
අප,0
අපකීර්තිමත්,-1
අපකීර්තියකට,-1
අපකීර්තියට,-1
අපකීර්තියන්,-1
අපක්ෂපාත,1
අපක්ෂපාතව,1
අපක්ෂපාති,1
අපක්ෂපාතී,1
අපගේද,0
අපගේම,0
අපචාර,-1
අපචාරය,-1
අපචාරයක්,-1
අපචාරේ,-1
අපට,0
අපටත්,0
අපමණ,1
අපයොජන,-1
අපයෝජනත්,-1
අපර,0
අපරට,0
අපරටට,0
අපරටද,0
අපරදිග,0
අපරාද,-1
අපරාදකරැවන්,-1
අපරාදකාරයින්ට,-1
අපරාදය,-1
අපරාදයක්ද,-1
අපරාදයම,-1
අපරාදවලට,-1
අපරාදෙ,-1
අපරාදෙනේ,-1
අපරාදේ,-1
අපරාධ,-1
අපරාධකරුවන්ව,-1
අපරාධකාරයන්ගෙන්,-1
අපරාධකාරයන්ට,-1
අපරාධකාරයන්ටවත්,-1
අපරාධකාරයින්,-1
අපරාධකාරයෙකු,-1
අපරාධකාරයෙකුගේ,-1
අපරාධකාරයේ,-1
අපරාධකාරයෝ,-1
අපරාධකාරෙයා,-1
අපරාධද,-1
අපරාධම,-1
අපරාධය,-1
අපරාධයකටම,-1
අපරාධයක්,-1
අපරාධයක්ද,-1
අපරාධයට,-1
අපරාධයෙන්,-1
අපරික්ෂාකාරී,-1
අපරිමිතයි,1
අපල,-1
අපලයි,-1
අපව,0
අපවත්,-1
අපවත්වූ,-1
අපවද,0
අපවාදය,-1
අපවාදයටත්,-1
අපසු,0
අපහරණය,-1
අපහරනයන්,-1
අපහස,-1
අපහසකලේ,-1
අපහසයකින්,-1
අපහසු,-1
අපහසුකම්,-1
අපහසුතා,-1
අපහසුතාව,-1
අපහසුතාවන්ගෙන්,-1
අපහසුතාවයකට,-1
අපහසුතාවයක්,-1
අපහසුතාවයන්,-1
අපහසුතාවයෙන්,-1
අපහසුය,-1
අපහසුයි,-1
අපහසුය්,-1
අපහසුවකින්ද,-1
අපහසුවක්,-1
අපහසේ,-1
අපහාස,-1
අපහාසකිරීම,-1
අපහාසත්,-1
අපහාසය,-1
අපහාසයකි,-1
අපහාසයක්,-1
අපහැදිලියි,-1
අපායේ,-1
අපැහැදිලි,-1
අපි,0
අපිට,0
අපිටත්,0
අපිටද,0
අපිටනම්,0
අපිටනේ,0
අපිටම,0
අපිත්,0
අපිද,0
අපිනම්,0
අපිම,0
අපිමනේ,0
අපිමයි,0
අපියි,0
අපිරිසිදු,-1
අපිරිසිදුම,-1
අපිරිසිදුවට,-1
අපිරිසිඳු,-1
අපිලු,0
අපිව,0
අපිවම,0
අපිළු,0
අපිා,0
අපු,0
අපුරත්වය,1
අපුරු,1
අපූරැ,1
අපූරු,1
අපූරුය,1
අපූරුයි,1
අපූරුව,1
අපූරුවට,1
අපූරූ,1
අපූර්ව,1
අපෙ,0
අපෙත්,0
අපෙනුත්,0
අපෙන්,0
අපේ,0
අපේකම,1
අපේකම්,1
අපේක්ෂිත,1
අපේද,0
අපේම,0
අපොන්සු,0
අපොයි,-1
අපොස,0
අපොහොසත්,-1
අපෝ,-1
අප්පලා,0
අප්පා,-1
අප්පිරියය,-1
අප්පිරියා,-1
අප්පිරියේ,-1
අප්‍රමාදී,1
අප්‍රසන්නකම,-1
අප්‍රසාදයක්,-1
අප්‍රසිද්ධියේ,-1
අප්‍රිකාව,0
අප්‍රිකාවට,0
අප්සට්,-1
අප්සරාවන්ගේ,0
අබරණ,1
අබලන්,-1
අබාදයකින්,-1
අබාදයක්,-1
අබාදිත,-1
අබාදිතයන්,-1
අබිරහස,-1
අබිරහසක්,-1
අබිරහස්,-1
අබීත,1
අබුද්දස්ස,-1
අබෞද්ධ,-1
අබෞද්ධික,0
අබ්බගාතයන්,-1
අබ්බගාතයි,-1
අබ්බැහි,-1
අබ්බැහියෙන්,-1
අභය,1
අභරණ,1
අභාග්‍යයයි,-1
අභාවයෙන්,-1
අභිනව,1
අභිමනයක්,1
අභිමන්,1
අභිමාණයක්,1
අභිමාන,1
අභිමානය,1
අභිමානයකි,1
අභිමානයයි,1
අභිමානයෙන්,1
අභිමානවත්,1
අභියෝග,-1
අභියෝගය,-1
අභියෝගයක්,-1
අභියෝගේ,-1
අභිරහසක්,-1
අභිරහෙසක්,-1
අභීත,1
අභූත,-1
අභෞතික,0
අභ්‍යන්තර,0
අමතක,-1
අමතකද,-1
අමතකනේ,-1
අමතකයි,-1
අමතකවීම,-1
අමතකවූ,-1
අමතකවෙන,-1
අමතකවෙයි,-1
අමතකවෙලා,-1
අමතකවේවි,-1
අමතර,0
අමතරව,0
අමන,-1
අමනකම,-1
අමනකුහකනිර්ලජ්ජී,-1
අමනපාල,-1
අමනාප,-1
අමනාපයෙන්,-1
අමනාමකම්,-1
අමනුෂ්යෝ,-1
අමනුස්සයන්ට,-1
අමනුස්සයෝ,-1
අමනෝඥ,-1
අමනෝන්ය,-1
අමන්දානන්දය,1
අමර,0
අමරණීය,1
අමරණීයයි,1
අමරනීයයි,1
අමරාවතී,0
අමරුකරන,-1
අමල්,0
අමා,1
අමාතයංශයක්,0
අමාත්‍යංශය,0
අමානුෂිකව,-1
අමානුෂීයයි,-1
අමාමහ,1
අමාමහා,1
අමායා,0
අමාරු,-1
අමාරුකමේ,-1
අමාරුනම්,-1
අමාරුනේ,-1
අමාරුම,-1
අමාරුයි,-1
අමාරුයිනේ,-1
අමාරුව,-1
අමාරුවක්,-1
අමාරුවට,-1
අමාරුවුවත්,-1
අමාරුවෙන්,-1
අමාරුවෙයි,-1
අමාරුවෙලා,-1
අමාරුවේ,-1
අමාරුේ,-1
අමාලි,0
අමිත,0
අමිමත්,0
අමිමලාගේ,0
අමිමා,0
අමිල,1
අමිලගේ,0
අමිලට,0
අමිලයි,1
අමිහිරි,-1
අමු,-1
අමුඩෙයි,0
අමුණු,0
අමුතු,-1
අමුමිරිස්,0
